Journee,Team,Adversaire,H/A,Player,Note
8.0,Rennes,Guingamp,H,Pedro Mendes,6
8.0,Rennes,Guingamp,H,Hunou,4
8.0,Rennes,Guingamp,H,Henrique,6
8.0,Rennes,Guingamp,H,Said,4
8.0,Rennes,Guingamp,H,Diakhaby,6
8.0,Guingamp,Rennes,A,Briand,4
8.0,Guingamp,Rennes,A,Diallo,3
8.0,Guingamp,Rennes,A,Sorbon,5
8.0,Guingamp,Rennes,A,Giresse,4
8.0,Guingamp,Rennes,A,Deaux,4
8.0,Guingamp,Rennes,A,Salibur,5
8.0,Guingamp,Rennes,A,Johnsson,6
8.0,Guingamp,Rennes,A,Angoua,4
8.0,Guingamp,Rennes,A,Kerbrat,5
8.0,Guingamp,Rennes,A,Ikoko,5
8.0,Guingamp,Rennes,A,Coco,3
8.0,Guingamp,Rennes,A,de Pauw,5
8.0,Guingamp,Rennes,A,Sankoh,5
8.0,Guingamp,Rennes,A,Blas,4
8.0,Nantes,Bastia,H,Vizcarrondo,5
8.0,Nantes,Bastia,H,Riou,7
8.0,Nantes,Bastia,H,Kacaniklic,5
8.0,Nantes,Bastia,H,Gillet,6
8.0,Nantes,Bastia,H,Thomsen,6
8.0,Nantes,Bastia,H,Sala,6
8.0,Nantes,Bastia,H,Stepinski,7
8.0,Nantes,Bastia,H,Lucas Lima,7
8.0,Nantes,Bastia,H,Diego Carlos,6
8.0,Nantes,Bastia,H,Dubois,6
8.0,Nantes,Bastia,H,Harit,5
8.0,Nantes,Bastia,H,Moimbé,5
8.0,Nantes,Bastia,H,Thomasson,5
8.0,Nantes,Bastia,H,Bammou,4
8.0,Bastia,Nantes,A,Marange,5
8.0,Bastia,Nantes,A,Cahuzac,5
8.0,Bastia,Nantes,A,Cioni,5
8.0,Bastia,Nantes,A,Bengtsson,6
8.0,Bastia,Nantes,A,Mostefa,5
8.0,Bastia,Nantes,A,Peybernes,5
8.0,Bastia,Nantes,A,Diallo,5
8.0,Bastia,Nantes,A,Vincensini,6
8.0,Bastia,Nantes,A,Thievy,4
8.0,Bastia,Nantes,A,Saint-Maximin,5
8.0,Bastia,Nantes,A,Coulibaly,5
8.0,Bastia,Nantes,A,Nangis,4
8.0,Bastia,Nantes,A,Acheampong,4
8.0,Caen,Toulouse,H,Vercoutre,6
8.0,Caen,Toulouse,H,Yahia,6
8.0,Caen,Toulouse,H,Da Silva,6
8.0,Caen,Toulouse,H,Genevois,6
8.0,Caen,Toulouse,H,Féret,6
8.0,Caen,Toulouse,H,Imorou,6
8.0,Caen,Toulouse,H,Rodelin,6
8.0,Caen,Toulouse,H,Santini,6
8.0,Caen,Toulouse,H,Delaplace,5
8.0,Caen,Toulouse,H,Diomande,5
8.0,Caen,Toulouse,H,Karamoh,4
8.0,Caen,Toulouse,H,Bazile,4
8.0,Caen,Toulouse,H,Sane,5
8.0,Toulouse,Caen,A,Trejo,5
8.0,Toulouse,Caen,A,Durmaz,4
8.0,Toulouse,Caen,A,Braithwaite,3
8.0,Toulouse,Caen,A,Moubandje,4
8.0,Toulouse,Caen,A,Jullien,5
8.0,Toulouse,Caen,A,Sylla,5
8.0,Toulouse,Caen,A,Bodiger,5
8.0,Toulouse,Caen,A,Blin,4
8.0,Toulouse,Caen,A,Lafont,5
8.0,Toulouse,Caen,A,Diop,5
8.0,Toulouse,Caen,A,Michelin,5
8.0,Toulouse,Caen,A,Toivonen,4
8.0,Toulouse,Caen,A,Edouard,4
8.0,Toulouse,Caen,A,Adou,5
8.0,Metz,Monaco,H,Signorino,3
8.0,Metz,Monaco,H,Erdinc,3
8.0,Metz,Monaco,H,Cohade,2
8.0,Metz,Monaco,H,Bisevac,1
8.0,Metz,Monaco,H,Mandjeck,3
8.0,Metz,Monaco,H,Doukoure,4
8.0,Metz,Monaco,H,Balliu,3
8.0,Metz,Monaco,H,Falette,3
8.0,Metz,Monaco,H,Didillon,2
8.0,Metz,Monaco,H,Hein,3
8.0,Metz,Monaco,H,Sarr,3
8.0,Metz,Monaco,H,Assou-Ekotto,4
8.0,Metz,Monaco,H,Mollet,4
8.0,Metz,Monaco,H,Diallo,4
8.0,Monaco,Metz,A,João Moutinho,5
8.0,Monaco,Metz,A,Subasic,6
8.0,Monaco,Metz,A,Glik,6
8.0,Monaco,Metz,A,Germain,7
8.0,Monaco,Metz,A,Carrillo,8
8.0,Monaco,Metz,A,Sidibe,6
8.0,Monaco,Metz,A,Fabinho,8
8.0,Monaco,Metz,A,Jemerson,6
8.0,Monaco,Metz,A,Bernardo Silva,8
8.0,Monaco,Metz,A,Lemar,7
8.0,Monaco,Metz,A,Touré,7
8.0,Monaco,Metz,A,Boschilia,6
8.0,Monaco,Metz,A,N'Doram,5
8.0,Monaco,Metz,A,Mbappe-Lottin,6
9.0,Nancy,Paris,H,Alou Diarra,6
9.0,Nancy,Paris,H,Pedretti,6
9.0,Nancy,Paris,H,N'Dy Assembe,4
9.0,Nancy,Paris,H,Muratori,4
9.0,Nancy,Paris,H,Chretien,3
9.0,Nancy,Paris,H,Guidileye,5
9.0,Nancy,Paris,H,Junior Dalé,4
9.0,Nancy,Paris,H,Cuffaut,3
9.0,Nancy,Paris,H,Koura,4
9.0,Nancy,Paris,H,Cabaco,4
9.0,Nancy,Paris,H,Diagne,5
9.0,Nancy,Paris,H,Dia,4
9.0,Nancy,Paris,H,Mandanne,4
9.0,Nancy,Paris,H,Ait Bennasser,5
9.0,Paris,Nancy,A,Matuidi,5
9.0,Paris,Nancy,A,Cavani,6
9.0,Paris,Nancy,A,Thiago Silva,6
9.0,Paris,Nancy,A,Verratti,6
9.0,Paris,Nancy,A,Krychowiak,7
9.0,Paris,Nancy,A,Areola,6
9.0,Paris,Nancy,A,Meunier,5
9.0,Paris,Nancy,A,Lucas Moura,7
9.0,Paris,Nancy,A,Marquinhos,5
9.0,Paris,Nancy,A,Kimpembe,5
9.0,Paris,Nancy,A,Jonathan Ikone,4
9.0,Paris,Nancy,A,Ben Arfa,4
9.0,Paris,Nancy,A,Rabiot,5
9.0,Paris,Nancy,A,Augustin,4
9.0,Saint Etienne,Dijon,H,Clément,5
9.0,Saint Etienne,Dijon,H,Perrin,6
9.0,Saint Etienne,Dijon,H,Monnet-Paquet,4
9.0,Saint Etienne,Dijon,H,Ruffier,5
9.0,Saint Etienne,Dijon,H,M'Bengue,6
9.0,Saint Etienne,Dijon,H,Théophile-Catherine,5
9.0,Saint Etienne,Dijon,H,Søderlund,4
9.0,Saint Etienne,Dijon,H,Malcuit,6
9.0,Saint Etienne,Dijon,H,Pajot,5
9.0,Saint Etienne,Dijon,H,Veretout,6
9.0,Saint Etienne,Dijon,H,Tannane,4
9.0,Saint Etienne,Dijon,H,Saivet,5
9.0,Saint Etienne,Dijon,H,Roux,5
9.0,Saint Etienne,Dijon,H,Nordin,5
9.0,Dijon,Saint Etienne,A,Balmont,6
9.0,Dijon,Saint Etienne,A,Varrault,6
9.0,Dijon,Saint Etienne,A,Gastien,5
9.0,Dijon,Saint Etienne,A,Sammaritano,5
9.0,Dijon,Saint Etienne,A,Reynet,5
9.0,Dijon,Saint Etienne,A,Abeid,6
9.0,Dijon,Saint Etienne,A,Bernard,5
9.0,Dijon,Saint Etienne,A,Chafik,7
9.0,Dijon,Saint Etienne,A,Lang,6
9.0,Dijon,Saint Etienne,A,Diony,4
9.0,Dijon,Saint Etienne,A,Lees-Melou,7
9.0,Dijon,Saint Etienne,A,Amalfitano,5
9.0,Dijon,Saint Etienne,A,Tavares,4
9.0,Dijon,Saint Etienne,A,Belmonte,5
9.0,Lorient,Nantes,H,Mvuemba,5
9.0,Lorient,Nantes,H,Ciani,4
9.0,Lorient,Nantes,H,Bellugou,5
9.0,Lorient,Nantes,H,Toure,5
9.0,Lorient,Nantes,H,Barthelme,4
9.0,Lorient,Nantes,H,Le Goff,5
9.0,Lorient,Nantes,H,Mesloub,4
9.0,Lorient,Nantes,H,Majeed Waris,4
9.0,Lorient,Nantes,H,Lecomte,4
9.0,Lorient,Nantes,H,Moreira,5
9.0,Lorient,Nantes,H,Mara,4
9.0,Lorient,Nantes,H,Fofana,5
9.0,Lorient,Nantes,H,Guendouzi,5
9.0,Lorient,Nantes,H,Hamel,6
9.0,Nantes,Lorient,A,Riou,6
9.0,Nantes,Lorient,A,Gillet,7
9.0,Nantes,Lorient,A,Djidji,5
9.0,Nantes,Lorient,A,Sala,6
9.0,Nantes,Lorient,A,Stepinski,4
9.0,Nantes,Lorient,A,Lucas Lima,5
9.0,Nantes,Lorient,A,Diego Carlos,5
9.0,Nantes,Lorient,A,Dubois,5
9.0,Nantes,Lorient,A,Bammou,6
9.0,Nantes,Lorient,A,Rongier,6
9.0,Nantes,Lorient,A,Harit,6
9.0,Nantes,Lorient,A,Thomsen,5
9.0,Nantes,Lorient,A,Thomasson,5
9.0,Nantes,Lorient,A,Kwateng,5
9.0,Montpellier,Caen,H,Vanden Borre,4
9.0,Montpellier,Caen,H,Sessegnon,5
9.0,Montpellier,Caen,H,Jourdren,5
9.0,Montpellier,Caen,H,Boudebouz,5
9.0,Montpellier,Caen,H,Sylla,4
9.0,Montpellier,Caen,H,Roussillon,5
9.0,Montpellier,Caen,H,Saint-Ruf,5
9.0,Montpellier,Caen,H,Sanson,5
9.0,Montpellier,Caen,H,Mounie,5
9.0,Montpellier,Caen,H,Skhiri,5
9.0,Montpellier,Caen,H,Casimir Ninga,8
9.0,Montpellier,Caen,H,Mongongu,5
9.0,Montpellier,Caen,H,Deplagne,5
9.0,Caen,Montpellier,A,Vercoutre,4
9.0,Caen,Montpellier,A,Yahia,5
9.0,Caen,Montpellier,A,Da Silva,5
9.0,Caen,Montpellier,A,Genevois,4
9.0,Caen,Montpellier,A,Féret,5
9.0,Caen,Montpellier,A,Imorou,4
9.0,Caen,Montpellier,A,Rodelin,5
9.0,Caen,Montpellier,A,Santini,6
9.0,Caen,Montpellier,A,Delaplace,5
9.0,Caen,Montpellier,A,Diomande,5
9.0,Caen,Montpellier,A,Karamoh,4
9.0,Caen,Montpellier,A,Bessat,5
9.0,Caen,Montpellier,A,Bazile,6
9.0,Caen,Montpellier,A,Sane,4
9.0,Nice,Lyon,H,Dante,6
9.0,Nice,Lyon,H,Baysse,7
9.0,Nice,Lyon,H,Balotelli,5
9.0,Nice,Lyon,H,Belhanda,6
9.0,Nice,Lyon,H,Ricardo Pereira,6
9.0,Nice,Lyon,H,Cardinale,6
9.0,Nice,Lyon,H,Cyprien,7
9.0,Nice,Lyon,H,Walter,6
9.0,Nice,Lyon,H,Seri,7
9.0,Nice,Lyon,H,Sarr,7
9.0,Nice,Lyon,H,Dalbert,5
9.0,Nice,Lyon,H,Eysseric,5
9.0,Nice,Lyon,H,Pléa,4
9.0,Nice,Lyon,H,Koziello,5
9.0,Lyon,Nice,A,Morel,4
9.0,Lyon,Nice,A,Yanga-Mbiwa,4
9.0,Lyon,Nice,A,Anthony Lopes,7
9.0,Lyon,Nice,A,Gonalons,6
9.0,Lyon,Nice,A,Rybus,3
9.0,Lyon,Nice,A,Ferri,4
9.0,Lyon,Nice,A,Fekir,2
9.0,Lyon,Nice,A,Tolisso,4
9.0,Lyon,Nice,A,Darder,5
9.0,Lyon,Nice,A,Mammana,4
9.0,Lyon,Nice,A,Gaspar,3
9.0,Lyon,Nice,A,Rafael,5
9.0,Lyon,Nice,A,Lacazette,4
9.0,Lyon,Nice,A,Ghezzal,5
9.0,Marseille,Metz,H,Fanni,7
9.0,Marseille,Metz,H,Lass Diarra,7
9.0,Marseille,Metz,H,Pelé,6
9.0,Marseille,Metz,H,Gomis,6
9.0,Marseille,Metz,H,Vainqueur,6
9.0,Marseille,Metz,H,Bedimo,6
9.0,Marseille,Metz,H,Thauvin,6
9.0,Marseille,Metz,H,Sarr,6
9.0,Marseille,Metz,H,Sakai,6
9.0,Marseille,Metz,H,Doria,6
9.0,Marseille,Metz,H,N'Jie,5
9.0,Marseille,Metz,H,Hubocan,5
9.0,Marseille,Metz,H,Leya Iseka,4
9.0,Marseille,Metz,H,Lopez,5
9.0,Metz,Marseille,A,Erdinc,4
9.0,Metz,Marseille,A,Assou-Ekotto,5
9.0,Metz,Marseille,A,Bisevac,4
9.0,Metz,Marseille,A,Mandjeck,5
9.0,Metz,Marseille,A,Balliu,4
9.0,Metz,Marseille,A,Mollet,5
9.0,Metz,Marseille,A,Philipps,5
9.0,Metz,Marseille,A,Nguette,5
9.0,Metz,Marseille,A,Milan,5
9.0,Metz,Marseille,A,Didillon,6
9.0,Metz,Marseille,A,Hein,4
9.0,Metz,Marseille,A,Lejeune,5
9.0,Metz,Marseille,A,Diallo,4
9.0,Metz,Marseille,A,Ismaila Sarr,5
9.0,Bastia,Angers,H,Danic,4
9.0,Bastia,Angers,H,Squillaci,5
9.0,Bastia,Angers,H,Leca,5
9.0,Bastia,Angers,H,Cahuzac,5
9.0,Bastia,Angers,H,Cioni,4
9.0,Bastia,Angers,H,Bengtsson,4
9.0,Bastia,Angers,H,Peybernes,4
9.0,Bastia,Angers,H,Thievy,6
9.0,Bastia,Angers,H,Nangis,6
9.0,Bastia,Angers,H,Saint-Maximin,5
9.0,Bastia,Angers,H,Coulibaly,4
9.0,Bastia,Angers,H,Diallo,4
9.0,Bastia,Angers,H,Cabral,5
9.0,Bastia,Angers,H,Ngando,5
9.0,Angers,Bastia,A,Mangani,4
9.0,Angers,Bastia,A,Ismael Traoré,5
9.0,Angers,Bastia,A,Thomas,6
9.0,Angers,Bastia,A,Manceau,5
9.0,Angers,Bastia,A,Andreu,5
9.0,Angers,Bastia,A,Capelle,4
9.0,Angers,Bastia,A,Michel,5
9.0,Angers,Bastia,A,Diedhiou,8
9.0,Angers,Bastia,A,Ndoye,6
9.0,Angers,Bastia,A,Santamaria,6
9.0,Angers,Bastia,A,Toko Ekambi,7
9.0,Angers,Bastia,A,Sunu,5
9.0,Angers,Bastia,A,Dore,4
9.0,Angers,Bastia,A,Pepe,4
9.0,Toulouse,Monaco,H,Trejo,6
9.0,Toulouse,Monaco,H,Durmaz,5
9.0,Toulouse,Monaco,H,Braithwaite,8
9.0,Toulouse,Monaco,H,Moubandje,5
9.0,Toulouse,Monaco,H,Yago,5
9.0,Toulouse,Monaco,H,Jullien,6
9.0,Toulouse,Monaco,H,Sylla,6
9.0,Toulouse,Monaco,H,Bodiger,5
9.0,Toulouse,Monaco,H,Blin,5
9.0,Toulouse,Monaco,H,Lafont,5
9.0,Toulouse,Monaco,H,Diop,5
9.0,Toulouse,Monaco,H,Somália,6
9.0,Toulouse,Monaco,H,Edouard,4
9.0,Toulouse,Monaco,H,Michelin,5
9.0,Monaco,Toulouse,A,Raggi,4
9.0,Monaco,Toulouse,A,João Moutinho,5
9.0,Monaco,Toulouse,A,Subasic,4
9.0,Monaco,Toulouse,A,Glik,3
9.0,Monaco,Toulouse,A,Germain,6
9.0,Monaco,Toulouse,A,Carrillo,4
9.0,Monaco,Toulouse,A,Mendy,4
9.0,Monaco,Toulouse,A,Fabinho,5
9.0,Monaco,Toulouse,A,Jemerson,3
9.0,Monaco,Toulouse,A,Bernardo Silva,3
9.0,Monaco,Toulouse,A,Boschilia,6
9.0,Monaco,Toulouse,A,Sidibe,3
9.0,Monaco,Toulouse,A,Lemar,5
9.0,Monaco,Toulouse,A,Bakayoko,4
9.0,Rennes,Bordeaux,H,Baal,5
9.0,Rennes,Bordeaux,H,Danze,5
9.0,Rennes,Bordeaux,H,Sio,5
9.0,Rennes,Bordeaux,H,Costil,4
9.0,Rennes,Bordeaux,H,Grosicki,4
9.0,Rennes,Bordeaux,H,André,6
9.0,Rennes,Bordeaux,H,Mexer,5
9.0,Rennes,Bordeaux,H,Paul-Georges Ntep,5
9.0,Rennes,Bordeaux,H,Prcic,6
9.0,Rennes,Bordeaux,H,Pedro Mendes,5
9.0,Rennes,Bordeaux,H,Hunou,4
9.0,Rennes,Bordeaux,H,Said,5
9.0,Rennes,Bordeaux,H,Diakhaby,5
9.0,Bordeaux,Rennes,A,Carrasso,6
9.0,Bordeaux,Rennes,A,Toulalan,5
9.0,Bordeaux,Rennes,A,Menez,4
9.0,Bordeaux,Rennes,A,Sertic,4
9.0,Bordeaux,Rennes,A,Contento,5
9.0,Bordeaux,Rennes,A,Lewczuk,5
9.0,Bordeaux,Rennes,A,Pallois,6
9.0,Bordeaux,Rennes,A,Rolan,4
9.0,Bordeaux,Rennes,A,Sabaly,5
9.0,Bordeaux,Rennes,A,Malcom,6
9.0,Bordeaux,Rennes,A,Ounas,5
9.0,Bordeaux,Rennes,A,Plasil,5
9.0,Bordeaux,Rennes,A,Laborde,4
9.0,Bordeaux,Rennes,A,Kamano,5
9.0,Guingamp,Lille,H,Briand,6
9.0,Guingamp,Lille,H,Sorbon,6
9.0,Guingamp,Lille,H,Deaux,6
9.0,Guingamp,Lille,H,Privat,6
9.0,Guingamp,Lille,H,Salibur,7
9.0,Guingamp,Lille,H,Johnsson,6
9.0,Guingamp,Lille,H,Kerbrat,5
9.0,Guingamp,Lille,H,Sankoh,6
9.0,Guingamp,Lille,H,Marçal,5
9.0,Guingamp,Lille,H,Ikoko,5
9.0,Guingamp,Lille,H,Coco,5
9.0,Guingamp,Lille,H,Didot,5
9.0,Guingamp,Lille,H,Mendy,5
9.0,Lille,Guingamp,A,Beria,4
9.0,Lille,Guingamp,A,Enyeama,5
9.0,Lille,Guingamp,A,Mavuba,5
9.0,Lille,Guingamp,A,Civelli,5
9.0,Lille,Guingamp,A,Obbadi,3
9.0,Lille,Guingamp,A,Eder,4
9.0,Lille,Guingamp,A,Corchia,4
9.0,Lille,Guingamp,A,Sliti,4
9.0,Lille,Guingamp,A,Soumaoro,5
9.0,Lille,Guingamp,A,Amadou,4
9.0,Lille,Guingamp,A,Bissouma,4
9.0,Lille,Guingamp,A,Amalfitano,5
9.0,Lille,Guingamp,A,Sankhare,4
9.0,Lille,Guingamp,A,Benzia,4
10.0,Bordeaux,Nancy,H,Carrasso,5
10.0,Bordeaux,Nancy,H,Plasil,5
10.0,Bordeaux,Nancy,H,Toulalan,5
10.0,Bordeaux,Nancy,H,Menez,7
10.0,Bordeaux,Nancy,H,Contento,6
10.0,Bordeaux,Nancy,H,Lewczuk,5
10.0,Bordeaux,Nancy,H,Pallois,5
10.0,Bordeaux,Nancy,H,Rolan,3
10.0,Bordeaux,Nancy,H,Sabaly,4
10.0,Bordeaux,Nancy,H,Malcom,5
10.0,Bordeaux,Nancy,H,Ounas,3
10.0,Bordeaux,Nancy,H,Sertic,5
10.0,Bordeaux,Nancy,H,Thelin,4
10.0,Bordeaux,Nancy,H,Laborde,4
10.0,Nancy,Bordeaux,A,Alou Diarra,5
10.0,Nancy,Bordeaux,A,Pedretti,7
10.0,Nancy,Bordeaux,A,N'Dy Assembe,5
10.0,Nancy,Bordeaux,A,Dia,6
10.0,Nancy,Bordeaux,A,Cetout,5
10.0,Nancy,Bordeaux,A,Koura,6
10.0,Nancy,Bordeaux,A,Badila,5
10.0,Nancy,Bordeaux,A,Coulibaly,5
10.0,Nancy,Bordeaux,A,Cabaco,5
10.0,Nancy,Bordeaux,A,Lenglet,6
10.0,Nancy,Bordeaux,A,Marchetti,5
10.0,Nancy,Bordeaux,A,Robic,4
10.0,Nancy,Bordeaux,A,Junior Dalé,4
10.0,Lille,Bastia,H,Beria,5
10.0,Lille,Bastia,H,Enyeama,5
10.0,Lille,Bastia,H,Mavuba,6
10.0,Lille,Bastia,H,Civelli,6
10.0,Lille,Bastia,H,Sankhare,6
10.0,Lille,Bastia,H,Eder,7
10.0,Lille,Bastia,H,Corchia,7
10.0,Lille,Bastia,H,Sliti,7
10.0,Lille,Bastia,H,Soumaoro,6
10.0,Lille,Bastia,H,Amadou,6
10.0,Lille,Bastia,H,Bissouma,5
10.0,Lille,Bastia,H,Palmieri,5
10.0,Lille,Bastia,H,Terrier,4
10.0,Bastia,Lille,A,Squillaci,4
10.0,Bastia,Lille,A,Leca,6
10.0,Bastia,Lille,A,Cahuzac,6
10.0,Bastia,Lille,A,Cioni,3
10.0,Bastia,Lille,A,Bengtsson,4
10.0,Bastia,Lille,A,Peybernes,4
10.0,Bastia,Lille,A,Diallo,5
10.0,Bastia,Lille,A,Thievy,4
10.0,Bastia,Lille,A,Nangis,3
10.0,Bastia,Lille,A,Saint-Maximin,5
10.0,Bastia,Lille,A,Coulibaly,4
10.0,Bastia,Lille,A,Danic,4
10.0,Bastia,Lille,A,Mostefa,5
10.0,Lyon,Guingamp,H,N'Koulou,4
10.0,Lyon,Guingamp,H,Rafael,4
10.0,Lyon,Guingamp,H,Anthony Lopes,5
10.0,Lyon,Guingamp,H,Gonalons,6
10.0,Lyon,Guingamp,H,Lacazette,6
10.0,Lyon,Guingamp,H,Rybus,4
10.0,Lyon,Guingamp,H,Ghezzal,6
10.0,Lyon,Guingamp,H,Cornet,4
10.0,Lyon,Guingamp,H,Tolisso,5
10.0,Lyon,Guingamp,H,Darder,4
10.0,Lyon,Guingamp,H,Diakhaby,4
10.0,Lyon,Guingamp,H,Valbuena,4
10.0,Lyon,Guingamp,H,Kalulu,4
10.0,Guingamp,Lyon,A,Didot,5
10.0,Guingamp,Lyon,A,Briand,6
10.0,Guingamp,Lyon,A,Diallo,4
10.0,Guingamp,Lyon,A,Sorbon,6
10.0,Guingamp,Lyon,A,Deaux,5
10.0,Guingamp,Lyon,A,Salibur,7
10.0,Guingamp,Lyon,A,Johnsson,7
10.0,Guingamp,Lyon,A,Kerbrat,7
10.0,Guingamp,Lyon,A,Marçal,4
10.0,Guingamp,Lyon,A,Ikoko,5
10.0,Guingamp,Lyon,A,Coco,8
10.0,Guingamp,Lyon,A,Sankoh,5
10.0,Guingamp,Lyon,A,Mendy,4
10.0,Guingamp,Lyon,A,Blas,5
10.0,Paris,Marseille,H,Maxwell,5
10.0,Paris,Marseille,H,Motta,6
10.0,Paris,Marseille,H,Cavani,3
10.0,Paris,Marseille,H,Di María,6
10.0,Paris,Marseille,H,Thiago Silva,7
10.0,Paris,Marseille,H,Verratti,5
10.0,Paris,Marseille,H,Aurier,6
10.0,Paris,Marseille,H,Areola,5
10.0,Paris,Marseille,H,Lucas Moura,5
10.0,Paris,Marseille,H,Marquinhos,6
10.0,Paris,Marseille,H,Rabiot,6
10.0,Paris,Marseille,H,Ben Arfa,5
10.0,Paris,Marseille,H,Matuidi,5
10.0,Paris,Marseille,H,Jesé,4
10.0,Marseille,Paris,A,Fanni,6
10.0,Marseille,Paris,A,Lass Diarra,5
10.0,Marseille,Paris,A,Pelé,7
10.0,Marseille,Paris,A,Gomis,4
10.0,Marseille,Paris,A,Rolando,5
10.0,Marseille,Paris,A,Bedimo,5
10.0,Marseille,Paris,A,Thauvin,4
10.0,Marseille,Paris,A,Sakai,5
10.0,Marseille,Paris,A,Doria,5
10.0,Marseille,Paris,A,N'Jie,4
10.0,Marseille,Paris,A,Zambo Anguissa,4
10.0,Marseille,Paris,A,Rekik,5
10.0,Marseille,Paris,A,Machach,5
10.0,Dijon,Lorient,H,Loties,7
10.0,Dijon,Lorient,H,Gastien,5
10.0,Dijon,Lorient,H,Sammaritano,6
10.0,Dijon,Lorient,H,Reynet,7
10.0,Dijon,Lorient,H,Abeid,5
10.0,Dijon,Lorient,H,Bernard,6
10.0,Dijon,Lorient,H,Chafik,7
10.0,Dijon,Lorient,H,Belmonte,5
10.0,Dijon,Lorient,H,Lang,7
10.0,Dijon,Lorient,H,Diony,4
10.0,Dijon,Lorient,H,Lees-Melou,6
10.0,Dijon,Lorient,H,Riviere,4
10.0,Dijon,Lorient,H,Tavares,4
10.0,Dijon,Lorient,H,Bela,5
10.0,Lorient,Dijon,A,Mvuemba,5
10.0,Lorient,Dijon,A,Ciani,5
10.0,Lorient,Dijon,A,Bellugou,4
10.0,Lorient,Dijon,A,Toure,5
10.0,Lorient,Dijon,A,Le Goff,5
10.0,Lorient,Dijon,A,Majeed Waris,5
10.0,Lorient,Dijon,A,Lecomte,5
10.0,Lorient,Dijon,A,Fofana,4
10.0,Lorient,Dijon,A,Moreira,5
10.0,Lorient,Dijon,A,Mara,5
10.0,Lorient,Dijon,A,Guendouzi,5
10.0,Lorient,Dijon,A,Philippoteaux,5
10.0,Lorient,Dijon,A,Cafú,5
10.0,Lorient,Dijon,A,Hamel,4
10.0,Angers,Toulouse,H,Mangani,5
10.0,Angers,Toulouse,H,Ismael Traoré,6
10.0,Angers,Toulouse,H,Thomas,6
10.0,Angers,Toulouse,H,Andreu,5
10.0,Angers,Toulouse,H,Martinez,5
10.0,Angers,Toulouse,H,Capelle,4
10.0,Angers,Toulouse,H,Michel,6
10.0,Angers,Toulouse,H,Diedhiou,4
10.0,Angers,Toulouse,H,Ndoye,4
10.0,Angers,Toulouse,H,Santamaria,5
10.0,Angers,Toulouse,H,Toko Ekambi,5
10.0,Angers,Toulouse,H,Sunu,4
10.0,Angers,Toulouse,H,Nwakaeme,4
10.0,Angers,Toulouse,H,Pepe,4
10.0,Toulouse,Angers,A,Trejo,5
10.0,Toulouse,Angers,A,Toivonen,4
10.0,Toulouse,Angers,A,Durmaz,6
10.0,Toulouse,Angers,A,Braithwaite,3
10.0,Toulouse,Angers,A,Moubandje,5
10.0,Toulouse,Angers,A,Yago,5
10.0,Toulouse,Angers,A,Jullien,5
10.0,Toulouse,Angers,A,Sylla,5
10.0,Toulouse,Angers,A,Blin,6
10.0,Toulouse,Angers,A,Lafont,7
10.0,Toulouse,Angers,A,Diop,6
10.0,Toulouse,Angers,A,Somália,4
10.0,Toulouse,Angers,A,Bodiger,5
10.0,Toulouse,Angers,A,Sangare,5
10.0,Monaco,Montpellier,H,Falcao,6
10.0,Monaco,Montpellier,H,Subasic,5
10.0,Monaco,Montpellier,H,Glik,6
10.0,Monaco,Montpellier,H,Sidibe,5
10.0,Monaco,Montpellier,H,Mendy,5
10.0,Monaco,Montpellier,H,Fabinho,6
10.0,Monaco,Montpellier,H,Jemerson,7
10.0,Monaco,Montpellier,H,Bernardo Silva,7
10.0,Monaco,Montpellier,H,Lemar,7
10.0,Monaco,Montpellier,H,Bakayoko,7
10.0,Monaco,Montpellier,H,Mbappe-Lottin,8
10.0,Monaco,Montpellier,H,Germain,6
10.0,Monaco,Montpellier,H,Boschilia,5
10.0,Monaco,Montpellier,H,Adama Traoré,6
10.0,Montpellier,Monaco,A,Camara,4
10.0,Montpellier,Monaco,A,Hilton,2
10.0,Montpellier,Monaco,A,Sessegnon,3
10.0,Montpellier,Monaco,A,Jourdren,2
10.0,Montpellier,Monaco,A,Boudebouz,6
10.0,Montpellier,Monaco,A,Lasne,3
10.0,Montpellier,Monaco,A,Deplagne,3
10.0,Montpellier,Monaco,A,Sylla,3
10.0,Montpellier,Monaco,A,Roussillon,3
10.0,Montpellier,Monaco,A,Sanson,4
10.0,Montpellier,Monaco,A,Skhiri,2
10.0,Montpellier,Monaco,A,Mongongu,5
10.0,Montpellier,Monaco,A,Berigaud,4
10.0,Montpellier,Monaco,A,Poaty,3
10.0,Nantes,Rennes,H,Riou,4
10.0,Nantes,Rennes,H,Gillet,5
10.0,Nantes,Rennes,H,Djidji,5
10.0,Nantes,Rennes,H,Sala,6
10.0,Nantes,Rennes,H,Stepinski,4
10.0,Nantes,Rennes,H,Thomasson,4
10.0,Nantes,Rennes,H,Lucas Lima,4
10.0,Nantes,Rennes,H,Diego Carlos,4
10.0,Nantes,Rennes,H,Dubois,4
10.0,Nantes,Rennes,H,Bammou,6
10.0,Nantes,Rennes,H,Harit,3
10.0,Nantes,Rennes,H,Kacaniklic,5
10.0,Nantes,Rennes,H,Thomsen,5
10.0,Nantes,Rennes,H,Aristeguieta,4
10.0,Rennes,Nantes,A,Gourcuff,4
10.0,Rennes,Nantes,A,Baal,5
10.0,Rennes,Nantes,A,Danze,5
