Journee,Team,Adversaire,H/A,Player,Note
20.0,Montpellier,Dijon,H,Skhiri,5
20.0,Montpellier,Dijon,H,Llovet,5
20.0,Dijon,Montpellier,A,Balmont,6
20.0,Dijon,Montpellier,A,Varrault,5
20.0,Dijon,Montpellier,A,Loties,5
20.0,Dijon,Montpellier,A,Gastien,5
20.0,Dijon,Montpellier,A,Amalfitano,5
20.0,Dijon,Montpellier,A,Reynet,5
20.0,Dijon,Montpellier,A,Rüfli,5
20.0,Dijon,Montpellier,A,Abdelhamid,5
20.0,Dijon,Montpellier,A,Tavares,6
20.0,Dijon,Montpellier,A,Diony,4
20.0,Dijon,Montpellier,A,Lees-Melou,5
20.0,Dijon,Montpellier,A,Sammaritano,5
20.0,Dijon,Montpellier,A,Bela,5
20.0,Dijon,Montpellier,A,Marié,4
20.0,Nice,Metz,H,Dante,5
20.0,Nice,Metz,H,Baysse,5
20.0,Nice,Metz,H,Souquet,5
20.0,Nice,Metz,H,Pléa,4
20.0,Nice,Metz,H,Ricardo Pereira,4
20.0,Nice,Metz,H,Benítez,6
20.0,Nice,Metz,H,Cyprien,5
20.0,Nice,Metz,H,Lusamba,4
20.0,Nice,Metz,H,Koziello,6
20.0,Nice,Metz,H,Sarr,4
20.0,Nice,Metz,H,Dalbert,5
20.0,Nice,Metz,H,Donis,4
20.0,Nice,Metz,H,Marcel,4
20.0,Metz,Nice,A,Signorino,5
20.0,Metz,Nice,A,Cohade,6
20.0,Metz,Nice,A,Diagne,6
20.0,Metz,Nice,A,Balliu,6
20.0,Metz,Nice,A,Falette,5
20.0,Metz,Nice,A,Mollet,7
20.0,Metz,Nice,A,Philipps,5
20.0,Metz,Nice,A,Nguette,6
20.0,Metz,Nice,A,Milan,5
20.0,Metz,Nice,A,Didillon,6
20.0,Metz,Nice,A,Diallo,4
20.0,Metz,Nice,A,Lejeune,5
20.0,Metz,Nice,A,Vion,4
20.0,Marseille,Monaco,H,Fanni,3
20.0,Marseille,Monaco,H,Pelé,4
20.0,Marseille,Monaco,H,Gomis,3
20.0,Marseille,Monaco,H,Rolando,5
20.0,Marseille,Monaco,H,Vainqueur,5
20.0,Marseille,Monaco,H,Cabella,3
20.0,Marseille,Monaco,H,Thauvin,3
20.0,Marseille,Monaco,H,Rekik,3
20.0,Marseille,Monaco,H,Sakai,3
20.0,Marseille,Monaco,H,Zambo Anguissa,3
20.0,Marseille,Monaco,H,Lopez,5
20.0,Marseille,Monaco,H,Sarr,5
20.0,Marseille,Monaco,H,Doria,5
20.0,Marseille,Monaco,H,Khaoui,5
20.0,Monaco,Marseille,A,Falcao,7
20.0,Monaco,Marseille,A,Subasic,5
20.0,Monaco,Marseille,A,Glik,6
20.0,Monaco,Marseille,A,Germain,6
20.0,Monaco,Marseille,A,Sidibe,7
20.0,Monaco,Marseille,A,Fabinho,6
20.0,Monaco,Marseille,A,Jemerson,6
20.0,Monaco,Marseille,A,Bernardo Silva,8
20.0,Monaco,Marseille,A,Lemar,8
20.0,Monaco,Marseille,A,Bakayoko,6
20.0,Monaco,Marseille,A,Touré,7
20.0,Monaco,Marseille,A,João Moutinho,5
20.0,Monaco,Marseille,A,Carrillo,4
20.0,Monaco,Marseille,A,Mbappe-Lottin,4
20.0,Toulouse,Nantes,H,Trejo,3
20.0,Toulouse,Nantes,H,Doumbia,6
20.0,Toulouse,Nantes,H,Braithwaite,5
20.0,Toulouse,Nantes,H,Moubandje,5
20.0,Toulouse,Nantes,H,Somália,4
20.0,Toulouse,Nantes,H,Jullien,5
20.0,Toulouse,Nantes,H,Sylla,4
20.0,Toulouse,Nantes,H,Blin,5
20.0,Toulouse,Nantes,H,Lafont,4
20.0,Toulouse,Nantes,H,Adou,5
20.0,Toulouse,Nantes,H,Diop,5
20.0,Toulouse,Nantes,H,Ninkov,5
20.0,Toulouse,Nantes,H,Edouard,4
20.0,Toulouse,Nantes,H,Lukebakio,4
20.0,Nantes,Toulouse,A,Gillet,6
20.0,Nantes,Toulouse,A,Dupé,7
20.0,Nantes,Toulouse,A,Djidji,6
20.0,Nantes,Toulouse,A,Sala,6
20.0,Nantes,Toulouse,A,Stepinski,4
20.0,Nantes,Toulouse,A,Lucas Lima,5
20.0,Nantes,Toulouse,A,Iloki,5
20.0,Nantes,Toulouse,A,Abdoulaye Touré,4
20.0,Nantes,Toulouse,A,Diego Carlos,6
20.0,Nantes,Toulouse,A,Dubois,6
20.0,Nantes,Toulouse,A,Harit,5
20.0,Nantes,Toulouse,A,Vizcarrondo,5
20.0,Nantes,Toulouse,A,Pardo,5
20.0,Nantes,Toulouse,A,Bammou,5
20.0,Angers,Bordeaux,H,Mangani,6
20.0,Angers,Bordeaux,H,Petric,4
20.0,Angers,Bordeaux,H,Ismael Traoré,7
20.0,Angers,Bordeaux,H,Thomas,5
20.0,Angers,Bordeaux,H,Manceau,4
20.0,Angers,Bordeaux,H,Bamba,5
20.0,Angers,Bordeaux,H,Berigaud,4
20.0,Angers,Bordeaux,H,Capelle,5
20.0,Angers,Bordeaux,H,Santamaria,5
20.0,Angers,Bordeaux,H,Bamba,4
20.0,Angers,Bordeaux,H,Mehdi Tahrat,5
20.0,Angers,Bordeaux,H,Pavlovic,5
20.0,Angers,Bordeaux,H,Tait,5
20.0,Angers,Bordeaux,H,Wissa,4
20.0,Bordeaux,Angers,A,Toulalan,5
20.0,Bordeaux,Angers,A,Sertic,5
20.0,Bordeaux,Angers,A,Lewczuk,5
20.0,Bordeaux,Angers,A,Pallois,5
20.0,Bordeaux,Angers,A,Rolan,4
20.0,Bordeaux,Angers,A,Sabaly,5
20.0,Bordeaux,Angers,A,Laborde,4
20.0,Bordeaux,Angers,A,Pellenard,4
20.0,Bordeaux,Angers,A,Malcom,5
20.0,Bordeaux,Angers,A,Prior,5
20.0,Bordeaux,Angers,A,Vada,5
20.0,Bordeaux,Angers,A,Plasil,5
20.0,Bordeaux,Angers,A,Kamano,4
20.0,Rennes,Paris,H,Gourcuff,4
20.0,Rennes,Paris,H,Baal,4
20.0,Rennes,Paris,H,Danze,4
20.0,Rennes,Paris,H,Fernandes,4
20.0,Rennes,Paris,H,Costil,6
20.0,Rennes,Paris,H,Grosicki,4
20.0,Rennes,Paris,H,André,5
20.0,Rennes,Paris,H,Mexer,5
20.0,Rennes,Paris,H,Prcic,6
20.0,Rennes,Paris,H,Kalulu,3
20.0,Rennes,Paris,H,Gnagnon,5
20.0,Rennes,Paris,H,Henrique,5
20.0,Rennes,Paris,H,Said,4
20.0,Rennes,Paris,H,Diakhaby,4
20.0,Paris,Rennes,A,Motta,6
20.0,Paris,Rennes,A,Matuidi,6
20.0,Paris,Rennes,A,Cavani,4
20.0,Paris,Rennes,A,Thiago Silva,6
20.0,Paris,Rennes,A,Trapp,6
20.0,Paris,Rennes,A,Verratti,7
20.0,Paris,Rennes,A,Kurzawa,6
20.0,Paris,Rennes,A,Draxler,7
20.0,Paris,Rennes,A,Meunier,6
20.0,Paris,Rennes,A,Lucas Moura,4
20.0,Paris,Rennes,A,Marquinhos,6
20.0,Paris,Rennes,A,Ben Arfa,5
20.0,Paris,Rennes,A,Di María,5
20.0,Paris,Rennes,A,Rabiot,5
20.0,Caen,Lyon,H,Vercoutre,5
20.0,Caen,Lyon,H,Yahia,5
20.0,Caen,Lyon,H,Bessat,6
20.0,Caen,Lyon,H,Da Silva,5
20.0,Caen,Lyon,H,Féret,6
20.0,Caen,Lyon,H,Rodelin,6
20.0,Caen,Lyon,H,Santini,6
20.0,Caen,Lyon,H,Delaplace,6
20.0,Caen,Lyon,H,Adeoti,4
20.0,Caen,Lyon,H,Karamoh,6
20.0,Caen,Lyon,H,Guilbert,5
20.0,Caen,Lyon,H,Bazile,4
20.0,Lyon,Caen,A,Morel,4
20.0,Lyon,Caen,A,Valbuena,5
20.0,Lyon,Caen,A,Yanga-Mbiwa,5
20.0,Lyon,Caen,A,Rafael,4
20.0,Lyon,Caen,A,Anthony Lopes,5
20.0,Lyon,Caen,A,Gonalons,6
20.0,Lyon,Caen,A,Lacazette,7
20.0,Lyon,Caen,A,Cornet,4
20.0,Lyon,Caen,A,Fekir,4
20.0,Lyon,Caen,A,Tolisso,4
20.0,Lyon,Caen,A,Diakhaby,5
20.0,Lyon,Caen,A,Rybus,5
20.0,Lyon,Caen,A,Darder,5
20.0,Lyon,Caen,A,Tousart,5
21.0,Saint Etienne,Angers,H,Perrin,6
21.0,Saint Etienne,Angers,H,Moulin,6
21.0,Saint Etienne,Angers,H,Monnet-Paquet,5
21.0,Saint Etienne,Angers,H,Lemoine,6
21.0,Saint Etienne,Angers,H,Théophile-Catherine,6
21.0,Saint Etienne,Angers,H,Hamouma,5
21.0,Saint Etienne,Angers,H,Malcuit,4
21.0,Saint Etienne,Angers,H,Veretout,5
21.0,Saint Etienne,Angers,H,Selnaes,5
21.0,Saint Etienne,Angers,H,Polomat,5
21.0,Saint Etienne,Angers,H,Keyta,4
21.0,Saint Etienne,Angers,H,Roux,5
21.0,Saint Etienne,Angers,H,Pogba,5
21.0,Saint Etienne,Angers,H,Nordin,4
21.0,Angers,Saint Etienne,A,Mangani,6
21.0,Angers,Saint Etienne,A,Petric,4
21.0,Angers,Saint Etienne,A,Ismael Traoré,4
21.0,Angers,Saint Etienne,A,Thomas,4
21.0,Angers,Saint Etienne,A,Manceau,5
21.0,Angers,Saint Etienne,A,Bamba,4
21.0,Angers,Saint Etienne,A,Pavlovic,6
21.0,Angers,Saint Etienne,A,Berigaud,6
21.0,Angers,Saint Etienne,A,Dore,4
21.0,Angers,Saint Etienne,A,Capelle,4
21.0,Angers,Saint Etienne,A,Santamaria,5
21.0,Angers,Saint Etienne,A,Nwakaeme,4
21.0,Angers,Saint Etienne,A,Tait,5
21.0,Angers,Saint Etienne,A,Mehdi Tahrat,5
21.0,Bordeaux,Toulouse,H,Plasil,4
21.0,Bordeaux,Toulouse,H,Toulalan,5
21.0,Bordeaux,Toulouse,H,Lewczuk,6
21.0,Bordeaux,Toulouse,H,Pallois,6
21.0,Bordeaux,Toulouse,H,Sabaly,5
21.0,Bordeaux,Toulouse,H,Laborde,5
21.0,Bordeaux,Toulouse,H,Pellenard,5
21.0,Bordeaux,Toulouse,H,Malcom,3
21.0,Bordeaux,Toulouse,H,Prior,7
21.0,Bordeaux,Toulouse,H,Kamano,7
21.0,Bordeaux,Toulouse,H,Vada,7
21.0,Bordeaux,Toulouse,H,Sertic,5
21.0,Bordeaux,Toulouse,H,Rolan,4
21.0,Bordeaux,Toulouse,H,Gajic,5
21.0,Toulouse,Bordeaux,A,Trejo,4
21.0,Toulouse,Bordeaux,A,Durmaz,5
21.0,Toulouse,Bordeaux,A,Braithwaite,5
21.0,Toulouse,Bordeaux,A,Moubandje,3
21.0,Toulouse,Bordeaux,A,Jullien,5
21.0,Toulouse,Bordeaux,A,Sylla,5
21.0,Toulouse,Bordeaux,A,Bodiger,3
21.0,Toulouse,Bordeaux,A,Blin,5
21.0,Toulouse,Bordeaux,A,Lafont,8
21.0,Toulouse,Bordeaux,A,Adou,5
21.0,Toulouse,Bordeaux,A,Diop,5
21.0,Toulouse,Bordeaux,A,Toivonen,4
21.0,Toulouse,Bordeaux,A,Pi,5
21.0,Toulouse,Bordeaux,A,Lukebakio,5
21.0,Lyon,Marseille,H,Morel,6
21.0,Lyon,Marseille,H,Valbuena,7
21.0,Lyon,Marseille,H,Yanga-Mbiwa,6
21.0,Lyon,Marseille,H,Rafael,6
21.0,Lyon,Marseille,H,Anthony Lopes,6
21.0,Lyon,Marseille,H,Gonalons,7
21.0,Lyon,Marseille,H,Lacazette,8
21.0,Lyon,Marseille,H,Cornet,5
21.0,Lyon,Marseille,H,Fekir,5
21.0,Lyon,Marseille,H,Tolisso,7
21.0,Lyon,Marseille,H,Mammana,5
21.0,Lyon,Marseille,H,Depay,4
21.0,Lyon,Marseille,H,Ferri,5
21.0,Lyon,Marseille,H,Tousart,5
21.0,Marseille,Lyon,A,Fanni,4
21.0,Marseille,Lyon,A,Pelé,5
21.0,Marseille,Lyon,A,Gomis,4
21.0,Marseille,Lyon,A,Rolando,3
21.0,Marseille,Lyon,A,Thauvin,4
21.0,Marseille,Lyon,A,Sarr,4
21.0,Marseille,Lyon,A,Sakai,4
21.0,Marseille,Lyon,A,Doria,5
21.0,Marseille,Lyon,A,Sanson,4
21.0,Marseille,Lyon,A,Zambo Anguissa,5
21.0,Marseille,Lyon,A,Lopez,4
21.0,Marseille,Lyon,A,Cabella,5
21.0,Marseille,Lyon,A,Alessandrini,5
21.0,Marseille,Lyon,A,Khaoui,5
21.0,Bastia,Nice,H,Danic,4
21.0,Bastia,Nice,H,Oniangué,7
21.0,Bastia,Nice,H,Leca,6
21.0,Bastia,Nice,H,Cahuzac,4
21.0,Bastia,Nice,H,Cioni,5
21.0,Bastia,Nice,H,Bengtsson,5
21.0,Bastia,Nice,H,Mostefa,5
21.0,Bastia,Nice,H,Diallo,4
21.0,Bastia,Nice,H,Rose,5
21.0,Bastia,Nice,H,Djiku,5
21.0,Bastia,Nice,H,Keita,5
21.0,Bastia,Nice,H,Raspentino,4
21.0,Bastia,Nice,H,Nangis,5
21.0,Nice,Bastia,A,Dante,5
21.0,Nice,Bastia,A,Balotelli,4
21.0,Nice,Bastia,A,Souquet,6
21.0,Nice,Bastia,A,Pléa,5
21.0,Nice,Bastia,A,Benítez,5
21.0,Nice,Bastia,A,Cyprien,7
21.0,Nice,Bastia,A,Walter,5
21.0,Nice,Bastia,A,Koziello,5
21.0,Nice,Bastia,A,Sarr,4
21.0,Nice,Bastia,A,Dalbert,6
21.0,Nice,Bastia,A,Burner,4
21.0,Dijon,Lille,H,Balmont,6
21.0,Dijon,Lille,H,Varrault,5
21.0,Dijon,Lille,H,Loties,5
21.0,Dijon,Lille,H,Martin,6
21.0,Dijon,Lille,H,Reynet,6
21.0,Dijon,Lille,H,Rüfli,5
21.0,Dijon,Lille,H,Tavares,4
21.0,Dijon,Lille,H,Lang,5
21.0,Dijon,Lille,H,Diony,4
21.0,Dijon,Lille,H,Marié,5
21.0,Dijon,Lille,H,Lees-Melou,6
21.0,Dijon,Lille,H,Sammaritano,5
21.0,Dijon,Lille,H,Abdelhamid,5
21.0,Lille,Dijon,A,Beria,6
21.0,Lille,Dijon,A,Enyeama,7
21.0,Lille,Dijon,A,Basa,6
21.0,Lille,Dijon,A,Palmieri,6
21.0,Lille,Dijon,A,Sankhare,5
21.0,Lille,Dijon,A,Corchia,5
21.0,Lille,Dijon,A,de Preville,4
21.0,Lille,Dijon,A,Soumaoro,6
21.0,Lille,Dijon,A,Rony Lopes,5
21.0,Lille,Dijon,A,Benzia,4
21.0,Lille,Dijon,A,Amadou,6
21.0,Lille,Dijon,A,Amalfitano,4
21.0,Monaco,Lorient,H,Falcao,7
21.0,Monaco,Lorient,H,Subasic,6
21.0,Monaco,Lorient,H,Glik,7
21.0,Monaco,Lorient,H,Germain,8
21.0,Monaco,Lorient,H,Sidibe,6
21.0,Monaco,Lorient,H,Mendy,7
21.0,Monaco,Lorient,H,Fabinho,7
21.0,Monaco,Lorient,H,Jemerson,6
21.0,Monaco,Lorient,H,Bernardo Silva,5
21.0,Monaco,Lorient,H,Bakayoko,7
21.0,Monaco,Lorient,H,Boschilia,8
21.0,Monaco,Lorient,H,João Moutinho,5
21.0,Monaco,Lorient,H,Lemar,4
21.0,Monaco,Lorient,H,Mbappe-Lottin,4
21.0,Lorient,Monaco,A,Mvuemba,3
21.0,Lorient,Monaco,A,Ciani,4
21.0,Lorient,Monaco,A,Marveaux,3
21.0,Lorient,Monaco,A,Peybernes,3
21.0,Lorient,Monaco,A,Le Goff,3
21.0,Lorient,Monaco,A,Majeed Waris,4
21.0,Lorient,Monaco,A,Lautoa,4
21.0,Lorient,Monaco,A,Lecomte,4
21.0,Lorient,Monaco,A,Moreira,3
21.0,Lorient,Monaco,A,Cabot,4
21.0,Lorient,Monaco,A,Cafú,4
21.0,Lorient,Monaco,A,Mesloub,5
21.0,Lorient,Monaco,A,Wakaso,5
21.0,Lorient,Monaco,A,Philippoteaux,4
21.0,Nantes,Paris,H,Gillet,4
21.0,Nantes,Paris,H,Dupé,5
21.0,Nantes,Paris,H,Djidji,4
21.0,Nantes,Paris,H,Sala,4
21.0,Nantes,Paris,H,Lucas Lima,4
21.0,Nantes,Paris,H,Iloki,4
21.0,Nantes,Paris,H,Diego Carlos,4
21.0,Nantes,Paris,H,Dubois,4
21.0,Nantes,Paris,H,Bammou,3
21.0,Nantes,Paris,H,Rongier,4
21.0,Nantes,Paris,H,Harit,4
21.0,Nantes,Paris,H,Stepinski,4
21.0,Nantes,Paris,H,Thomasson,5
21.0,Nantes,Paris,H,Pardo,4
21.0,Paris,Nantes,A,Maxwell,6
21.0,Paris,Nantes,A,Motta,5
21.0,Paris,Nantes,A,Matuidi,5
21.0,Paris,Nantes,A,Cavani,8
21.0,Paris,Nantes,A,Thiago Silva,6
21.0,Paris,Nantes,A,Trapp,5
21.0,Paris,Nantes,A,Verratti,6
21.0,Paris,Nantes,A,Draxler,5
21.0,Paris,Nantes,A,Meunier,7
21.0,Paris,Nantes,A,Lucas Moura,7
21.0,Paris,Nantes,A,Marquinhos,6
21.0,Paris,Nantes,A,Ben Arfa,5
21.0,Paris,Nantes,A,Di María,6
21.0,Paris,Nantes,A,Rabiot,5
21.0,Caen,Nancy,H,Malbranque,5
21.0,Caen,Nancy,H,Vercoutre,6
21.0,Caen,Nancy,H,Yahia,6
21.0,Caen,Nancy,H,Bessat,6
21.0,Caen,Nancy,H,Da Silva,6
21.0,Caen,Nancy,H,Féret,5
21.0,Caen,Nancy,H,Rodelin,7
21.0,Caen,Nancy,H,Santini,4
21.0,Caen,Nancy,H,Delaplace,5
21.0,Caen,Nancy,H,Adeoti,6
21.0,Caen,Nancy,H,Guilbert,6
21.0,Caen,Nancy,H,Seube,5
21.0,Caen,Nancy,H,Exauce NGassaki,4
21.0,Nancy,Caen,A,Pedretti,5
21.0,Nancy,Caen,A,Robic,4
21.0,Nancy,Caen,A,Mandanne,3
21.0,Nancy,Caen,A,Guidileye,5
21.0,Nancy,Caen,A,Cetout,4
21.0,Nancy,Caen,A,Chernik,6
21.0,Nancy,Caen,A,Cuffaut,5
21.0,Nancy,Caen,A,Puyo,4
21.0,Nancy,Caen,A,Badila,5
21.0,Nancy,Caen,A,Diagne,5
21.0,Nancy,Caen,A,Faitout Maouassa,4
21.0,Nancy,Caen,A,Hadji,4
21.0,Nancy,Caen,A,Dia,4
21.0,Nancy,Caen,A,Koura,4
21.0,Guingamp,Rennes,H,Didot,5
21.0,Guingamp,Rennes,H,Briand,6
21.0,Guingamp,Rennes,H,Pereira,5
21.0,Guingamp,Rennes,H,Diallo,6
21.0,Guingamp,Rennes,H,Sorbon,6
21.0,Guingamp,Rennes,H,Deaux,4
21.0,Guingamp,Rennes,H,Salibur,5
21.0,Guingamp,Rennes,H,Johnsson,5
21.0,Guingamp,Rennes,H,Kerbrat,5
21.0,Guingamp,Rennes,H,Marçal,6
21.0,Guingamp,Rennes,H,Coco,5
21.0,Guingamp,Rennes,H,Privat,4
21.0,Guingamp,Rennes,H,de Pauw,4
21.0,Guingamp,Rennes,H,Mendy,4
21.0,Rennes,Guingamp,A,Gourcuff,7
21.0,Rennes,Guingamp,A,Baal,6
21.0,Rennes,Guingamp,A,Danze,5
21.0,Rennes,Guingamp,A,Fernandes,6
21.0,Rennes,Guingamp,A,Costil,6
21.0,Rennes,Guingamp,A,Grosicki,4
21.0,Rennes,Guingamp,A,Mexer,6
21.0,Rennes,Guingamp,A,Prcic,3
21.0,Rennes,Guingamp,A,Kalulu,4
21.0,Rennes,Guingamp,A,Gnagnon,6
21.0,Rennes,Guingamp,A,Diakhaby,4
21.0,Rennes,Guingamp,A,Said,4
21.0,Rennes,Guingamp,A,Hunou,5
21.0,Metz,Montpellier,H,Signorino,6
21.0,Metz,Montpellier,H,Diabaté,7
21.0,Metz,Montpellier,H,Cohade,8
21.0,Metz,Montpellier,H,Diagne,6
21.0,Metz,Montpellier,H,Balliu,5
21.0,Metz,Montpellier,H,Falette,6
21.0,Metz,Montpellier,H,Mollet,5
21.0,Metz,Montpellier,H,Philipps,5
21.0,Metz,Montpellier,H,Nguette,5
21.0,Metz,Montpellier,H,Milan,6
21.0,Metz,Montpellier,H,Didillon,7
21.0,Metz,Montpellier,H,Erdinc,4
21.0,Metz,Montpellier,H,Jouffre,5
21.0,Metz,Montpellier,H,Rivierez,5
21.0,Montpellier,Metz,A,Pionnier,3
21.0,Montpellier,Metz,A,Hilton,5
21.0,Montpellier,Metz,A,Sessegnon,5
21.0,Montpellier,Metz,A,Marveaux,4
21.0,Montpellier,Metz,A,Remy,4
21.0,Montpellier,Metz,A,Lasne,5
21.0,Montpellier,Metz,A,Deplagne,4
21.0,Montpellier,Metz,A,Roussillon,3
21.0,Montpellier,Metz,A,Mounie,4
21.0,Montpellier,Metz,A,Skhiri,5
21.0,Montpellier,Metz,A,Jonathan Ikone,4
21.0,Montpellier,Metz,A,Camara,4
21.0,Montpellier,Metz,A,Mukiele,6
21.0,Montpellier,Metz,A,Passi,5
22.0,Nancy,Bordeaux,H,Hadji,4
22.0,Nancy,Bordeaux,H,Robic,4
22.0,Nancy,Bordeaux,H,Muratori,4
22.0,Nancy,Bordeaux,H,Guidileye,5
22.0,Nancy,Bordeaux,H,Cetout,5
22.0,Nancy,Bordeaux,H,Chernik,5
22.0,Nancy,Bordeaux,H,Cuffaut,3
22.0,Nancy,Bordeaux,H,Coulibaly,4
22.0,Nancy,Bordeaux,H,Cabaco,4
22.0,Nancy,Bordeaux,H,Diagne,5
22.0,Nancy,Bordeaux,H,Marchetti,3
22.0,Nancy,Bordeaux,H,Dia,4
22.0,Nancy,Bordeaux,H,Junior Dalé,4
22.0,Nancy,Bordeaux,H,Koura,4
22.0,Bordeaux,Nancy,A,Plasil,5
22.0,Bordeaux,Nancy,A,Toulalan,6
22.0,Bordeaux,Nancy,A,Menez,6
22.0,Bordeaux,Nancy,A,Lewczuk,7
22.0,Bordeaux,Nancy,A,Poundje,5
22.0,Bordeaux,Nancy,A,Laborde,5
22.0,Bordeaux,Nancy,A,Gajic,7
22.0,Bordeaux,Nancy,A,Pellenard,6
22.0,Bordeaux,Nancy,A,Prior,6
22.0,Bordeaux,Nancy,A,Vada,6
22.0,Bordeaux,Nancy,A,Ounas,6
22.0,Bordeaux,Nancy,A,Arambarri,5
22.0,Bordeaux,Nancy,A,Malcom,6
22.0,Bordeaux,Nancy,A,Kamano,5
22.0,Lorient,Dijon,H,Mvuemba,6
22.0,Lorient,Dijon,H,Ciani,4
22.0,Lorient,Dijon,H,Marveaux,6
22.0,Lorient,Dijon,H,Peybernes,5
22.0,Lorient,Dijon,H,Le Goff,4
22.0,Lorient,Dijon,H,Mesloub,4
22.0,Lorient,Dijon,H,Majeed Waris,4
22.0,Lorient,Dijon,H,Lecomte,2
22.0,Lorient,Dijon,H,Wakaso,6
22.0,Lorient,Dijon,H,Moreira,2
22.0,Lorient,Dijon,H,Philippoteaux,3
22.0,Lorient,Dijon,H,Jérémie Aliadière,4
22.0,Lorient,Dijon,H,Lautoa,4
22.0,Lorient,Dijon,H,Cabot,5
22.0,Dijon,Lorient,A,Balmont,5
22.0,Dijon,Lorient,A,Varrault,5
22.0,Dijon,Lorient,A,Loties,6
22.0,Dijon,Lorient,A,Martin,6
22.0,Dijon,Lorient,A,Reynet,7
22.0,Dijon,Lorient,A,Abeid,7
22.0,Dijon,Lorient,A,Rüfli,5
22.0,Dijon,Lorient,A,Tavares,5
22.0,Dijon,Lorient,A,Lang,4
22.0,Dijon,Lorient,A,Diony,6
22.0,Dijon,Lorient,A,Lees-Melou,8
22.0,Dijon,Lorient,A,Sammaritano,5
22.0,Dijon,Lorient,A,Marié,5
22.0,Nice,Guingamp,H,Dante,5
22.0,Nice,Guingamp,H,Balotelli,7
22.0,Nice,Guingamp,H,Souquet,7
22.0,Nice,Guingamp,H,Eysseric,6
22.0,Nice,Guingamp,H,Pléa,7
22.0,Nice,Guingamp,H,Cardinale,6
22.0,Nice,Guingamp,H,Cyprien,7
22.0,Nice,Guingamp,H,Seri,6
22.0,Nice,Guingamp,H,Koziello,5
22.0,Nice,Guingamp,H,Sarr,5
22.0,Nice,Guingamp,H,Dalbert,5
22.0,Nice,Guingamp,H,Baysse,5
22.0,Nice,Guingamp,H,Walter,5
22.0,Nice,Guingamp,H,Marcel,4
22.0,Guingamp,Nice,A,Didot,4
22.0,Guingamp,Nice,A,Bodmer,4
22.0,Guingamp,Nice,A,Briand,6
22.0,Guingamp,Nice,A,Pereira,4
22.0,Guingamp,Nice,A,Sorbon,4
22.0,Guingamp,Nice,A,Deaux,4
22.0,Guingamp,Nice,A,Salibur,5
22.0,Guingamp,Nice,A,Johnsson,4
22.0,Guingamp,Nice,A,Kerbrat,4
22.0,Guingamp,Nice,A,Marçal,4
22.0,Guingamp,Nice,A,Coco,4
22.0,Guingamp,Nice,A,Privat,4
22.0,Guingamp,Nice,A,de Pauw,6
22.0,Guingamp,Nice,A,Mendy,5
22.0,Marseille,Montpellier,H,Fanni,6
22.0,Marseille,Montpellier,H,Evra,5
22.0,Marseille,Montpellier,H,Pelé,6
22.0,Marseille,Montpellier,H,Gomis,9
22.0,Marseille,Montpellier,H,Rolando,7
22.0,Marseille,Montpellier,H,Vainqueur,7
22.0,Marseille,Montpellier,H,Cabella,8
22.0,Marseille,Montpellier,H,Thauvin,7
22.0,Marseille,Montpellier,H,Sakai,5
22.0,Marseille,Montpellier,H,Zambo Anguissa,6
22.0,Marseille,Montpellier,H,Lopez,5
22.0,Marseille,Montpellier,H,Sarr,5
22.0,Marseille,Montpellier,H,Doria,5
22.0,Marseille,Montpellier,H,Sanson,5
22.0,Montpellier,Marseille,A,Pionnier,4
22.0,Montpellier,Marseille,A,Hilton,3
22.0,Montpellier,Marseille,A,Sessegnon,4
22.0,Montpellier,Marseille,A,Boudebouz,6
22.0,Montpellier,Marseille,A,Remy,3
22.0,Montpellier,Marseille,A,Lasne,3
22.0,Montpellier,Marseille,A,Roussillon,4
22.0,Montpellier,Marseille,A,Mounie,4
22.0,Montpellier,Marseille,A,Skhiri,4
22.0,Montpellier,Marseille,A,Jonathan Ikone,4
22.0,Montpellier,Marseille,A,Mukiele,3
22.0,Montpellier,Marseille,A,Camara,4
22.0,Montpellier,Marseille,A,Pokorny,5
22.0,Montpellier,Marseille,A,Passi,5
22.0,Lyon,Lille,H,Morel,5
22.0,Lyon,Lille,H,Valbuena,4
22.0,Lyon,Lille,H,Yanga-Mbiwa,5
22.0,Lyon,Lille,H,Rafael,4
22.0,Lyon,Lille,H,Anthony Lopes,4
22.0,Lyon,Lille,H,Gonalons,5
22.0,Lyon,Lille,H,Lacazette,5
22.0,Lyon,Lille,H,Depay,4
22.0,Lyon,Lille,H,Fekir,5
22.0,Lyon,Lille,H,Tolisso,5
22.0,Lyon,Lille,H,Mammana,6
22.0,Lyon,Lille,H,Ghezzal,5
22.0,Lyon,Lille,H,Cornet,5
22.0,Lyon,Lille,H,Darder,5
22.0,Lille,Lyon,A,Beria,6
22.0,Lille,Lyon,A,Enyeama,7
22.0,Lille,Lyon,A,Basa,6
22.0,Lille,Lyon,A,Palmieri,5
22.0,Lille,Lyon,A,Sankhare,5
22.0,Lille,Lyon,A,Corchia,6
22.0,Lille,Lyon,A,de Preville,5
22.0,Lille,Lyon,A,Bautheac,4
22.0,Lille,Lyon,A,Soumaoro,5
22.0,Lille,Lyon,A,Benzia,8
22.0,Lille,Lyon,A,Amadou,5
22.0,Lille,Lyon,A,Sunzu,5
22.0,Lille,Lyon,A,Bissouma,4
22.0,Lille,Lyon,A,Terrier,4
